pptname;invariant;invariantType;variables;postmanAssertion;tp;fp;enter;bug
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.trees_url is Url;daikon.inv.unary.string.IsUrl;(return.trees_url);pm.expect(return_trees_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.clone_url is Url;daikon.inv.unary.string.IsUrl;(return.clone_url);pm.expect(return_clone_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.hooks_url is Url;daikon.inv.unary.string.IsUrl;(return.hooks_url);pm.expect(return_hooks_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.forks_count >= 0;daikon.inv.unary.scalar.LowerBound;(return.forks_count);pm.expect(return_forks_count).to.be.at.least(0);1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.stargazers_count >= 0;daikon.inv.unary.scalar.LowerBound;(return.stargazers_count);pm.expect(return_stargazers_count).to.be.at.least(0);1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.size >= 0;daikon.inv.unary.scalar.LowerBound;(return.size);pm.expect(return_size).to.be.at.least(0);1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.open_issues_count >= 0;daikon.inv.unary.scalar.LowerBound;(return.open_issues_count);pm.expect(return_open_issues_count).to.be.at.least(0);1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.disabled == false;daikon.inv.unary.scalar.OneOfScalar;(return.disabled);pm.expect(return_disabled).to.eql(false);0;1;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;"return.visibility one of { ""private"", ""public"" }";daikon.inv.unary.string.OneOfString;(return.visibility);"pm.expect([""private"", ""public""].includes(return_visibility)).to.be.true";1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;LENGTH(return.pushed_at)==20;daikon.inv.unary.string.FixedLengthString;(return.pushed_at);pm.expect(return_pushed_at).to.have.length(20);1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.pushed_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional);daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;(return.pushed_at);pm.expect(return_pushed_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/);1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;LENGTH(return.created_at)==20;daikon.inv.unary.string.FixedLengthString;(return.created_at);pm.expect(return_created_at).to.have.length(20);1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional);daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;(return.created_at);pm.expect(return_created_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/);1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;LENGTH(return.updated_at)==20;daikon.inv.unary.string.FixedLengthString;(return.updated_at);pm.expect(return_updated_at).to.have.length(20);1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.updated_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional);daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;(return.updated_at);pm.expect(return_updated_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/);1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.permissions.pull == true;daikon.inv.unary.scalar.OneOfScalar;(return.permissions.pull);pm.expect(return_permissions_pull).to.eql(true);1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.template_repository == null;daikon.inv.unary.scalar.OneOfScalar;(return.template_repository);pm.expect(return_template_repository).to.be.null;0;0;0;1
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.template_repository.license == null;daikon.inv.unary.scalar.OneOfScalar;(return.template_repository.license);pm.expect(return_template_repository_license).to.be.null;0;0;0;1
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.template_repository.permissions == null;daikon.inv.unary.scalar.OneOfScalar;(return.template_repository.permissions);pm.expect(return_template_repository_permissions).to.be.null;0;0;0;1
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.template_repository.owner == null;daikon.inv.unary.scalar.OneOfScalar;(return.template_repository.owner);pm.expect(return_template_repository_owner).to.be.null;0;0;0;1
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.template_repository.topics == null;daikon.inv.unary.scalar.OneOfScalar;(return.template_repository.topics);pm.expect(return_template_repository_topics).to.be.null;0;0;0;1
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.license.url is Url;daikon.inv.unary.string.IsUrl;(return.license.url);pm.expect(return_license_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;LENGTH(return.license.node_id)==16;daikon.inv.unary.string.FixedLengthString;(return.license.node_id);pm.expect(return_license_node_id).to.have.length(16);1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.id > return.size;daikon.inv.binary.twoScalar.IntGreaterThan;(return.id, return.size);pm.expect(return_id).to.be.greaterThan(return_size);0;1;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.name is a substring of return.full_name;daikon.inv.binary.twoString.StdString$SubString;(return.name, return.full_name);pm.expect(return_full_name.includes(return_name)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.owner.login is a substring of return.full_name;daikon.inv.binary.twoString.StdString$SubString;(return.full_name, return.owner.login);pm.expect(return_full_name.includes(return_owner_login)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.full_name is a substring of return.html_url;daikon.inv.binary.twoString.StdString$SubString;(return.full_name, return.html_url);pm.expect(return_html_url.includes(return_full_name)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.full_name is a substring of return.url;daikon.inv.binary.twoString.StdString$SubString;(return.full_name, return.url);pm.expect(return_url.includes(return_full_name)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.full_name is a substring of return.git_url;daikon.inv.binary.twoString.StdString$SubString;(return.full_name, return.git_url);pm.expect(return_git_url.includes(return_full_name)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.full_name is a substring of return.ssh_url;daikon.inv.binary.twoString.StdString$SubString;(return.full_name, return.ssh_url);pm.expect(return_ssh_url.includes(return_full_name)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.owner.login is a substring of return.owner.url;daikon.inv.binary.twoString.StdString$SubString;(return.owner.login, return.owner.url);pm.expect(return_owner_url.includes(return_owner_login)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.owner.login is a substring of return.owner.html_url;daikon.inv.binary.twoString.StdString$SubString;(return.owner.login, return.owner.html_url);pm.expect(return_owner_html_url.includes(return_owner_login)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.owner.url is a substring of return.owner.followers_url;daikon.inv.binary.twoString.StdString$SubString;(return.owner.url, return.owner.followers_url);pm.expect(return_owner_followers_url.includes(return_owner_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.owner.url is a substring of return.owner.following_url;daikon.inv.binary.twoString.StdString$SubString;(return.owner.url, return.owner.following_url);pm.expect(return_owner_following_url.includes(return_owner_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.owner.url is a substring of return.owner.gists_url;daikon.inv.binary.twoString.StdString$SubString;(return.owner.url, return.owner.gists_url);pm.expect(return_owner_gists_url.includes(return_owner_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.owner.url is a substring of return.owner.starred_url;daikon.inv.binary.twoString.StdString$SubString;(return.owner.url, return.owner.starred_url);pm.expect(return_owner_starred_url.includes(return_owner_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.owner.url is a substring of return.owner.subscriptions_url;daikon.inv.binary.twoString.StdString$SubString;(return.owner.url, return.owner.subscriptions_url);pm.expect(return_owner_subscriptions_url.includes(return_owner_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.owner.url is a substring of return.owner.organizations_url;daikon.inv.binary.twoString.StdString$SubString;(return.owner.url, return.owner.organizations_url);pm.expect(return_owner_organizations_url.includes(return_owner_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.owner.url is a substring of return.owner.repos_url;daikon.inv.binary.twoString.StdString$SubString;(return.owner.url, return.owner.repos_url);pm.expect(return_owner_repos_url.includes(return_owner_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.owner.url is a substring of return.owner.events_url;daikon.inv.binary.twoString.StdString$SubString;(return.owner.url, return.owner.events_url);pm.expect(return_owner_events_url.includes(return_owner_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.owner.url is a substring of return.owner.received_events_url;daikon.inv.binary.twoString.StdString$SubString;(return.owner.url, return.owner.received_events_url);pm.expect(return_owner_received_events_url.includes(return_owner_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.owner.html_url is a substring of return.html_url;daikon.inv.binary.twoString.StdString$SubString;(return.owner.html_url, return.html_url);pm.expect(return_html_url.includes(return_owner_html_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.html_url is a substring of return.clone_url;daikon.inv.binary.twoString.StdString$SubString;(return.html_url, return.clone_url);pm.expect(return_clone_url.includes(return_html_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.archive_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.archive_url);pm.expect(return_archive_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.assignees_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.assignees_url);pm.expect(return_assignees_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.blobs_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.blobs_url);pm.expect(return_blobs_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.branches_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.branches_url);pm.expect(return_branches_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.collaborators_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.collaborators_url);pm.expect(return_collaborators_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.comments_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.comments_url);pm.expect(return_comments_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.commits_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.commits_url);pm.expect(return_commits_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.compare_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.compare_url);pm.expect(return_compare_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.contents_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.contents_url);pm.expect(return_contents_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.contributors_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.contributors_url);pm.expect(return_contributors_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.deployments_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.deployments_url);pm.expect(return_deployments_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.downloads_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.downloads_url);pm.expect(return_downloads_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.events_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.events_url);pm.expect(return_events_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.forks_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.forks_url);pm.expect(return_forks_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.git_commits_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.git_commits_url);pm.expect(return_git_commits_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.git_refs_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.git_refs_url);pm.expect(return_git_refs_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.git_tags_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.git_tags_url);pm.expect(return_git_tags_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.issue_comment_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.issue_comment_url);pm.expect(return_issue_comment_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.issue_events_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.issue_events_url);pm.expect(return_issue_events_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.issues_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.issues_url);pm.expect(return_issues_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.keys_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.keys_url);pm.expect(return_keys_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.labels_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.labels_url);pm.expect(return_labels_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.languages_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.languages_url);pm.expect(return_languages_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.merges_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.merges_url);pm.expect(return_merges_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.milestones_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.milestones_url);pm.expect(return_milestones_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.notifications_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.notifications_url);pm.expect(return_notifications_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.pulls_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.pulls_url);pm.expect(return_pulls_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.releases_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.releases_url);pm.expect(return_releases_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.stargazers_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.stargazers_url);pm.expect(return_stargazers_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.statuses_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.statuses_url);pm.expect(return_statuses_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.subscribers_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.subscribers_url);pm.expect(return_subscribers_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.subscription_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.subscription_url);pm.expect(return_subscription_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.tags_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.tags_url);pm.expect(return_tags_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.teams_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.teams_url);pm.expect(return_teams_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.trees_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.trees_url);pm.expect(return_trees_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.url is a substring of return.hooks_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.hooks_url);pm.expect(return_hooks_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT;return.license.key is a substring of return.license.url;daikon.inv.binary.twoString.StdString$SubString;(return.license.key, return.license.url);pm.expect(return_license_url.includes(return_license_key)).to.be.true;1;0;0;0
