pptname,invariant,invariantType,variables,postmanAssertion,endpoint,tp,fp,enter,invariantDescription,Unnamed: 10,groups,api,group
/projects/{id}/issues&/projects/{id}/issues&post&201&assignees():::EXIT,return.id in input.assignee_ids[],daikon.inv.binary.sequenceScalar.Member,"(input.assignee_ids[..], return.id)",pm.expect(input_assignee_ids_array.includes(return_id)).to.be.true,post+projects_{id}_issues,1.0,,,Represents long scalars that are always members of a sequence of long values. Prints as x in y[] where x is a long scalar and y[] is a sequence of long.,,,GitLab Issues API,assignees.id
/projects/{id}/issues&/projects/{id}/issues&post&201&assignees():::EXIT,return.username is a substring of return.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.web_url, return.username)",pm.expect(return_web_url.includes(return_username)).to.be.true,post+projects_{id}_issues,1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,,GitLab Issues API,assignees.web_url
/projects/{id}/issues&/projects/{id}/issues&post&201&assignees():::EXIT,return.id >= size(input.assignee_ids[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.id, size(input.assignee_ids[..]))",pm.expect(return_id).to.be.at.least(input_assignee_ids_size_array),post+projects_{id}_issues,1.0,,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,assignees.id
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,input.confidential == return.confidential,daikon.inv.binary.twoScalar.IntEqual,"(input.confidential, return.confidential)",pm.expect(input_confidential).to.eql(return_confidential),post+projects_{id}_issues,1.0,,,Represents an invariant of == between two long scalars. Prints as x == y.,,,GitLab Issues API,confidential
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,input.description == return.description,daikon.inv.binary.twoString.StringEqual,"(input.description, return.description)",pm.expect(input_description).to.eql(return_description),post+projects_{id}_issues,1.0,,,Represents an invariant of == between two String scalars. Prints as x == y.,,,GitLab Issues API,description
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,input.due_date == return.due_date,daikon.inv.binary.twoString.StringEqual,"(input.due_date, return.due_date)",pm.expect(input_due_date).to.eql(return_due_date),post+projects_{id}_issues,1.0,,,Represents an invariant of == between two String scalars. Prints as x == y.,,,GitLab Issues API,due_date
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,input.id == return.project_id,daikon.inv.binary.twoScalar.IntEqual,"(input.id, return.project_id)",pm.expect(input_id).to.eql(return_project_id),post+projects_{id}_issues,1.0,,,Represents an invariant of == between two long scalars. Prints as x == y.,,,GitLab Issues API,project_id
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,input.iid == return.iid,daikon.inv.binary.twoScalar.IntEqual,"(input.iid, return.iid)",pm.expect(input_iid).to.eql(return_iid),post+projects_{id}_issues,1.0,,,Represents an invariant of == between two long scalars. Prints as x == y.,,,GitLab Issues API,iid
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,input.title == return.title,daikon.inv.binary.twoString.StringEqual,"(input.title, return.title)",pm.expect(input_title).to.eql(return_title),post+projects_{id}_issues,1.0,,,Represents an invariant of == between two String scalars. Prints as x == y.,,,GitLab Issues API,title
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.assignee.state == return.author.state,daikon.inv.binary.twoString.StringEqual,"(return.assignee.state, return.author.state)",pm.expect(return_assignee_state).to.eql(return_author_state),post+projects_{id}_issues,1.0,,,Represents an invariant of == between two String scalars. Prints as x == y.,,,GitLab Issues API,assignee.state
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.assignee.id == input.assignee_ids[return.downvotes],daikon.inv.binary.twoScalar.IntEqual,"(return.assignee.id, input.assignee_ids[return.downvotes])",pm.expect(return_assignee_id).to.eql(input_assignee_ids_return_downvotes),post+projects_{id}_issues,1.0,,,Represents an invariant of == between two long scalars. Prints as x == y.,,,GitLab Issues API,assignee.id
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.author.id == size(input.assignee_ids[]),daikon.inv.binary.twoScalar.IntEqual,"(return.author.id, size(input.assignee_ids[..]))",pm.expect(return_author_id).to.eql(input_assignee_ids_size_array),post+projects_{id}_issues,,1.0,,Represents an invariant of == between two long scalars. Prints as x == y.,,,GitLab Issues API,author.id
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.downvotes == return.merge_requests_count,daikon.inv.binary.twoScalar.IntEqual,"(return.downvotes, return.merge_requests_count)",pm.expect(return_downvotes).to.eql(return_merge_requests_count),post+projects_{id}_issues,1.0,,,Represents an invariant of == between two long scalars. Prints as x == y.,,,GitLab Issues API,downvotes
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.downvotes == return.task_completion_status.count,daikon.inv.binary.twoScalar.IntEqual,"(return.downvotes, return.task_completion_status.count)",pm.expect(return_downvotes).to.eql(return_task_completion_status_count),post+projects_{id}_issues,1.0,,,Represents an invariant of == between two long scalars. Prints as x == y.,,,GitLab Issues API,downvotes
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.downvotes == return.task_completion_status.completed_count,daikon.inv.binary.twoScalar.IntEqual,"(return.downvotes, return.task_completion_status.completed_count)",pm.expect(return_downvotes).to.eql(return_task_completion_status_completed_count),post+projects_{id}_issues,1.0,,,Represents an invariant of == between two long scalars. Prints as x == y.,,,GitLab Issues API,downvotes
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.downvotes == return.time_stats.time_estimate,daikon.inv.binary.twoScalar.IntEqual,"(return.downvotes, return.time_stats.time_estimate)",pm.expect(return_downvotes).to.eql(return_time_stats_time_estimate),post+projects_{id}_issues,1.0,,,Represents an invariant of == between two long scalars. Prints as x == y.,,,GitLab Issues API,downvotes
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.downvotes == return.time_stats.total_time_spent,daikon.inv.binary.twoScalar.IntEqual,"(return.downvotes, return.time_stats.total_time_spent)",pm.expect(return_downvotes).to.eql(return_time_stats_total_time_spent),post+projects_{id}_issues,1.0,,,Represents an invariant of == between two long scalars. Prints as x == y.,,,GitLab Issues API,downvotes
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.downvotes == return.upvotes,daikon.inv.binary.twoScalar.IntEqual,"(return.downvotes, return.upvotes)",pm.expect(return_downvotes).to.eql(return_upvotes),post+projects_{id}_issues,1.0,,,Represents an invariant of == between two long scalars. Prints as x == y.,,,GitLab Issues API,downvotes
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.downvotes == return.user_notes_count,daikon.inv.binary.twoScalar.IntEqual,"(return.downvotes, return.user_notes_count)",pm.expect(return_downvotes).to.eql(return_user_notes_count),post+projects_{id}_issues,1.0,,,Represents an invariant of == between two long scalars. Prints as x == y.,,,GitLab Issues API,downvotes
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.references.relative == return.references.short,daikon.inv.binary.twoString.StringEqual,"(return.references.relative, return.references.short)",pm.expect(return_references_relative).to.eql(return_references_short),post+projects_{id}_issues,1.0,,,Represents an invariant of == between two String scalars. Prints as x == y.,,,GitLab Issues API,references.relative
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,input.assignee_ids[return.author.id -1] == input.assignee_ids[return.downvotes],daikon.inv.binary.twoScalar.IntEqual,"(input.assignee_ids[return.author.id -1], input.assignee_ids[return.downvotes])",pm.expect(input_assignee_ids_return_author_id_minus_1).to.eql(input_assignee_ids_return_downvotes),post+projects_{id}_issues,1.0,,,Represents an invariant of == between two long scalars. Prints as x == y.,,,GitLab Issues API,input.assignee_ids[author.id -1]
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,LENGTH(return.assignee.avatar_url)==81,daikon.inv.unary.string.FixedLengthString,(return.assignee.avatar_url),pm.expect(return_assignee_avatar_url).to.have.length(81),post+projects_{id}_issues,,1.0,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,,GitLab Issues API,assignee.avatar_url
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.assignee.avatar_url is Url,daikon.inv.unary.string.IsUrl,(return.assignee.avatar_url),"pm.expect(return_assignee_avatar_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",post+projects_{id}_issues,1.0,,,Indicates that the value of a string variable is always a URL. Represented as x is Url.,,,GitLab Issues API,assignee.avatar_url
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,"return.assignee.state == ""active""",daikon.inv.unary.string.OneOfString,(return.assignee.state),"pm.expect([""active""].includes(return_assignee_state)).to.be.true",post+projects_{id}_issues,,1.0,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,assignee.state
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,LENGTH(return.assignee.state)==6,daikon.inv.unary.string.FixedLengthString,(return.assignee.state),pm.expect(return_assignee_state).to.have.length(6),post+projects_{id}_issues,,1.0,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,,GitLab Issues API,assignee.state
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,"return.author.web_url == ""http://localhost:30000/root""",daikon.inv.unary.string.OneOfString,(return.author.web_url),"pm.expect([""http://localhost:30000/root""].includes(return_author_web_url)).to.be.true",post+projects_{id}_issues,,1.0,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,author.web_url
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,LENGTH(return.author.web_url)==27,daikon.inv.unary.string.FixedLengthString,(return.author.web_url),pm.expect(return_author_web_url).to.have.length(27),post+projects_{id}_issues,,1.0,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,,GitLab Issues API,author.web_url
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,"return.author.avatar_url == ""https://www.gravatar.com/avatar/e64c7d89f26bd1972efa854d13d7dd61?s=80&d=identicon""",daikon.inv.unary.string.OneOfString,(return.author.avatar_url),"pm.expect([""https://www.gravatar.com/avatar/e64c7d89f26bd1972efa854d13d7dd61?s=80&d=identicon""].includes(return_author_avatar_url)).to.be.true",post+projects_{id}_issues,,1.0,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,author.avatar_url
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,LENGTH(return.author.avatar_url)==81,daikon.inv.unary.string.FixedLengthString,(return.author.avatar_url),pm.expect(return_author_avatar_url).to.have.length(81),post+projects_{id}_issues,,1.0,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,,GitLab Issues API,author.avatar_url
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.author.avatar_url is Url,daikon.inv.unary.string.IsUrl,(return.author.avatar_url),"pm.expect(return_author_avatar_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",post+projects_{id}_issues,1.0,,,Indicates that the value of a string variable is always a URL. Represented as x is Url.,,,GitLab Issues API,author.avatar_url
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,"return.author.username == ""root""",daikon.inv.unary.string.OneOfString,(return.author.username),"pm.expect([""root""].includes(return_author_username)).to.be.true",post+projects_{id}_issues,,1.0,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,author.username
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,LENGTH(return.author.username)==4,daikon.inv.unary.string.FixedLengthString,(return.author.username),pm.expect(return_author_username).to.have.length(4),post+projects_{id}_issues,,1.0,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,,GitLab Issues API,author.username
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,"return.author.state == ""active""",daikon.inv.unary.string.OneOfString,(return.author.state),"pm.expect([""active""].includes(return_author_state)).to.be.true",post+projects_{id}_issues,1.0,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,author.state
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,LENGTH(return.author.state)==6,daikon.inv.unary.string.FixedLengthString,(return.author.state),pm.expect(return_author_state).to.have.length(6),post+projects_{id}_issues,1.0,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,,GitLab Issues API,author.state
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,"return.author.name == ""Administrator""",daikon.inv.unary.string.OneOfString,(return.author.name),"pm.expect([""Administrator""].includes(return_author_name)).to.be.true",post+projects_{id}_issues,,1.0,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,author.name
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,LENGTH(return.author.name)==13,daikon.inv.unary.string.FixedLengthString,(return.author.name),pm.expect(return_author_name).to.have.length(13),post+projects_{id}_issues,,1.0,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,,GitLab Issues API,author.name
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.author.id == 1,daikon.inv.unary.scalar.OneOfScalar,(return.author.id),pm.expect([1].includes(return_author_id)).to.be.true,post+projects_{id}_issues,,1.0,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,author.id
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.closed_by == null,daikon.inv.unary.scalar.OneOfScalar,(return.closed_by),pm.expect(return_closed_by).to.be.null,post+projects_{id}_issues,1.0,,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,closed_by
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,LENGTH(return.created_at)==24,daikon.inv.unary.string.FixedLengthString,(return.created_at),pm.expect(return_created_at).to.have.length(24),post+projects_{id}_issues,1.0,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,,GitLab Issues API,created_at
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional),daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm,(return.created_at),"pm.expect(return_created_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)",post+projects_{id}_issues,1.0,,,Indicates that the value of a string variable is always a timestamp. Represented as x is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional).,,,GitLab Issues API,created_at
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.downvotes == 0,daikon.inv.unary.scalar.OneOfScalar,(return.downvotes),pm.expect([0].includes(return_downvotes)).to.be.true,post+projects_{id}_issues,1.0,,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,downvotes
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.has_tasks == false,daikon.inv.unary.scalar.OneOfScalar,(return.has_tasks),pm.expect(return_has_tasks).to.eql(false),post+projects_{id}_issues,1.0,,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,has_tasks
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.iid >= 1,daikon.inv.unary.scalar.LowerBound,(return.iid),pm.expect(return_iid).to.be.at.least(1),post+projects_{id}_issues,1.0,,,"Represents the invariant x >= c, where c is a constant and x is a long scalar.",,,GitLab Issues API,iid
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.milestone == null,daikon.inv.unary.scalar.OneOfScalar,(return.milestone),pm.expect(return_milestone).to.be.null,post+projects_{id}_issues,1.0,,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,milestone
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,"return.state == ""opened""",daikon.inv.unary.string.OneOfString,(return.state),"pm.expect([""opened""].includes(return_state)).to.be.true",post+projects_{id}_issues,1.0,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,state
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,LENGTH(return.state)==6,daikon.inv.unary.string.FixedLengthString,(return.state),pm.expect(return_state).to.have.length(6),post+projects_{id}_issues,1.0,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,,GitLab Issues API,state
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.subscribed == true,daikon.inv.unary.scalar.OneOfScalar,(return.subscribed),pm.expect(return_subscribed).to.eql(true),post+projects_{id}_issues,1.0,,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,subscribed
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,LENGTH(return.updated_at)==24,daikon.inv.unary.string.FixedLengthString,(return.updated_at),pm.expect(return_updated_at).to.have.length(24),post+projects_{id}_issues,1.0,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,,GitLab Issues API,updated_at
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.updated_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional),daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm,(return.updated_at),"pm.expect(return_updated_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)",post+projects_{id}_issues,1.0,,,Indicates that the value of a string variable is always a timestamp. Represented as x is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional).,,,GitLab Issues API,updated_at
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,"size(return.assignees[]) one of { 0, 1 }",daikon.inv.unary.scalar.OneOfScalar,(size(return.assignees[..])),"pm.expect([0, 1, 0].includes(return_assignees_size_array)).to.be.true",post+projects_{id}_issues,,1.0,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,assignees
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,input.assignee_ids[] elements == return.assignee.id,daikon.inv.binary.sequenceScalar.SeqIntEqual,"(input.assignee_ids[..], return.assignee.id)",pm.expect(input_assignee_ids_array.every(element => element == return_assignee_id)).to.be.true,post+projects_{id}_issues,,1.0,,Represents an invariant between a long scalar and a a sequence of long values. Prints as x[] elements == y where x is a long sequence and y is a long scalar.,,,GitLab Issues API,assignee.id
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.assignee.id in input.assignee_ids[],daikon.inv.binary.sequenceScalar.Member,"(input.assignee_ids[..], return.assignee.id)",pm.expect(input_assignee_ids_array.includes(return_assignee_id)).to.be.true,post+projects_{id}_issues,1.0,,,Represents long scalars that are always members of a sequence of long values. Prints as x in y[] where x is a long scalar and y[] is a sequence of long.,,,GitLab Issues API,assignee.id
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,input.assignee_ids[] elements >= return.author.id,daikon.inv.binary.sequenceScalar.SeqIntGreaterEqual,"(input.assignee_ids[..], return.author.id)",pm.expect(input_assignee_ids_array.every(element => element >= return_author_id)).to.be.true,post+projects_{id}_issues,,1.0,,Represents an invariant between a long scalar and a a sequence of long values. Prints as x[] elements> y where x is a long sequence and y is a long scalar,,,GitLab Issues API,author.id
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,input.assignee_ids[] elements >= size(return.assignees[]),daikon.inv.binary.sequenceScalar.SeqIntGreaterEqual,"(input.assignee_ids[..], size(return.assignees[..]))",pm.expect(input_assignee_ids_array.every(element => element >= return_assignees_size_array)).to.be.true,post+projects_{id}_issues,1.0,,,Represents an invariant between a long scalar and a a sequence of long values. Prints as x[] elements> y where x is a long sequence and y is a long scalar,,,GitLab Issues API,assignees
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,input.assignee_ids[] elements == input.assignee_ids[return.downvotes],daikon.inv.binary.sequenceScalar.SeqIntEqual,"(input.assignee_ids[..], input.assignee_ids[return.downvotes])",pm.expect(input_assignee_ids_array.every(element => element == input_assignee_ids_return_downvotes)).to.be.true,post+projects_{id}_issues,1.0,,,Represents an invariant between a long scalar and a a sequence of long values. Prints as x[] elements == y where x is a long sequence and y is a long scalar.,,,GitLab Issues API,input.assignee_ids[downvotes]
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,input.milestone_id >= return.author.id,daikon.inv.binary.twoScalar.IntGreaterEqual,"(input.milestone_id, return.author.id)",pm.expect(input_milestone_id).to.be.at.least(return_author_id),post+projects_{id}_issues,,1.0,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,author.id
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,input.milestone_id > size(return.assignees[]),daikon.inv.binary.twoScalar.IntGreaterThan,"(input.milestone_id, size(return.assignees[..]))",pm.expect(input_milestone_id).to.be.greaterThan(return_assignees_size_array),post+projects_{id}_issues,1.0,,,Represents an invariant of > between two long scalars. Prints as x > y.,,,GitLab Issues API,assignees
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return._links.self is a substring of return._links.award_emoji,daikon.inv.binary.twoString.StdString$SubString,"(return._links.award_emoji, return._links.self)",pm.expect(return__links_award_emoji.includes(return__links_self)).to.be.true,post+projects_{id}_issues,1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,,GitLab Issues API,_links.self
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return._links.self is a substring of return._links.notes,daikon.inv.binary.twoString.StdString$SubString,"(return._links.notes, return._links.self)",pm.expect(return__links_notes.includes(return__links_self)).to.be.true,post+projects_{id}_issues,1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,,GitLab Issues API,_links.self
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return._links.project is a substring of return._links.self,daikon.inv.binary.twoString.StdString$SubString,"(return._links.project, return._links.self)",pm.expect(return__links_self.includes(return__links_project)).to.be.true,post+projects_{id}_issues,1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,,GitLab Issues API,_links.self
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.assignee.username is a substring of return.assignee.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.assignee.web_url, return.assignee.username)",pm.expect(return_assignee_web_url.includes(return_assignee_username)).to.be.true,post+projects_{id}_issues,1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,,GitLab Issues API,assignee.web_url
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.assignee.id >= return.author.id,daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.assignee.id, return.author.id)",pm.expect(return_assignee_id).to.be.at.least(return_author_id),post+projects_{id}_issues,,1.0,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,assignee.id
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.assignee.id >= size(input.assignee_ids[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.assignee.id, size(input.assignee_ids[..]))",pm.expect(return_assignee_id).to.be.at.least(input_assignee_ids_size_array),post+projects_{id}_issues,,1.0,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,assignee.id
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.assignee.id >= size(return.assignees[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.assignee.id, size(return.assignees[..]))",pm.expect(return_assignee_id).to.be.at.least(return_assignees_size_array),post+projects_{id}_issues,1.0,,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,assignee.id
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.author.username is a substring of return.author.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.author.web_url, return.author.username)",pm.expect(return_author_web_url.includes(return_author_username)).to.be.true,post+projects_{id}_issues,1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,,GitLab Issues API,author.web_url
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.author.id <= return.iid,daikon.inv.binary.twoScalar.IntLessEqual,"(return.author.id, return.iid)",pm.expect(return_author_id).to.be.lte(return_iid),post+projects_{id}_issues,,1.0,,Represents an invariant of <= between two long scalars. Prints as x <= y.,,,GitLab Issues API,author.id
/projects/{id}/issues&/projects/{id}/issues&post&201():::EXIT,return.author.id >= size(return.assignees[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.author.id, size(return.assignees[..]))",pm.expect(return_author_id).to.be.at.least(return_assignees_size_array),post+projects_{id}_issues,1.0,,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,author.id
