pptname;invariant;invariantType;variables;postmanAssertion;tp;fp;enter;bug
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.merges_url is Url;daikon.inv.unary.string.IsUrl;(return.merges_url);pm.expect(return_merges_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.milestones_url is Url;daikon.inv.unary.string.IsUrl;(return.milestones_url);pm.expect(return_milestones_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.notifications_url is Url;daikon.inv.unary.string.IsUrl;(return.notifications_url);pm.expect(return_notifications_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.pulls_url is Url;daikon.inv.unary.string.IsUrl;(return.pulls_url);pm.expect(return_pulls_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.releases_url is Url;daikon.inv.unary.string.IsUrl;(return.releases_url);pm.expect(return_releases_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.stargazers_url is Url;daikon.inv.unary.string.IsUrl;(return.stargazers_url);pm.expect(return_stargazers_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.statuses_url is Url;daikon.inv.unary.string.IsUrl;(return.statuses_url);pm.expect(return_statuses_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.subscribers_url is Url;daikon.inv.unary.string.IsUrl;(return.subscribers_url);pm.expect(return_subscribers_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.subscription_url is Url;daikon.inv.unary.string.IsUrl;(return.subscription_url);pm.expect(return_subscription_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.tags_url is Url;daikon.inv.unary.string.IsUrl;(return.tags_url);pm.expect(return_tags_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.teams_url is Url;daikon.inv.unary.string.IsUrl;(return.teams_url);pm.expect(return_teams_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.trees_url is Url;daikon.inv.unary.string.IsUrl;(return.trees_url);pm.expect(return_trees_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.clone_url is Url;daikon.inv.unary.string.IsUrl;(return.clone_url);pm.expect(return_clone_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.hooks_url is Url;daikon.inv.unary.string.IsUrl;(return.hooks_url);pm.expect(return_hooks_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;"return.default_branch == ""main""";daikon.inv.unary.string.OneOfString;(return.default_branch);"pm.expect([""main""].includes(return_default_branch)).to.be.true";1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;LENGTH(return.default_branch)==4;daikon.inv.unary.string.FixedLengthString;(return.default_branch);pm.expect(return_default_branch).to.have.length(4);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.topics[] == [];daikon.inv.unary.stringsequence.OneOfStringSequence;(return.topics[..]);pm.expect([[]].some(value => pm.expect(return_topics_array).to.deep.equal(value).that)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.has_downloads == true;daikon.inv.unary.scalar.OneOfScalar;(return.has_downloads);pm.expect(return_has_downloads).to.eql(true);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;LENGTH(return.pushed_at)==20;daikon.inv.unary.string.FixedLengthString;(return.pushed_at);pm.expect(return_pushed_at).to.have.length(20);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.pushed_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional);daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;(return.pushed_at);pm.expect(return_pushed_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;LENGTH(return.created_at)==20;daikon.inv.unary.string.FixedLengthString;(return.created_at);pm.expect(return_created_at).to.have.length(20);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional);daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;(return.created_at);pm.expect(return_created_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;LENGTH(return.updated_at)==20;daikon.inv.unary.string.FixedLengthString;(return.updated_at);pm.expect(return_updated_at).to.have.length(20);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.updated_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional);daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;(return.updated_at);pm.expect(return_updated_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.template_repository == null;daikon.inv.unary.scalar.OneOfScalar;(return.template_repository);pm.expect(return_template_repository).to.be.null;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.template_repository.owner == null;daikon.inv.unary.scalar.OneOfScalar;(return.template_repository.owner);pm.expect(return_template_repository_owner).to.be.null;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.template_repository.topics == null;daikon.inv.unary.scalar.OneOfScalar;(return.template_repository.topics);pm.expect(return_template_repository_topics).to.be.null;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.template_repository.permissions == null;daikon.inv.unary.scalar.OneOfScalar;(return.template_repository.permissions);pm.expect(return_template_repository_permissions).to.be.null;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;"return.merge_commit_message one of { ""BLANK"", ""PR_BODY"", ""PR_TITLE"" }";daikon.inv.unary.string.OneOfString;(return.merge_commit_message);"pm.expect([""BLANK"", ""PR_BODY"", ""PR_TITLE""].includes(return_merge_commit_message)).to.be.true";1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;"return.merge_commit_title one of { ""MERGE_MESSAGE"", ""PR_TITLE"" }";daikon.inv.unary.string.OneOfString;(return.merge_commit_title);"pm.expect([""MERGE_MESSAGE"", ""PR_TITLE""].includes(return_merge_commit_title)).to.be.true";1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;"return.squash_merge_commit_message one of { ""BLANK"", ""COMMIT_MESSAGES"", ""PR_BODY"" }";daikon.inv.unary.string.OneOfString;(return.squash_merge_commit_message);"pm.expect([""BLANK"", ""COMMIT_MESSAGES"", ""PR_BODY""].includes(return_squash_merge_commit_message)).to.be.true";1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;"return.squash_merge_commit_title one of { ""COMMIT_OR_PR_TITLE"", ""PR_TITLE"" }";daikon.inv.unary.string.OneOfString;(return.squash_merge_commit_title);"pm.expect([""COMMIT_OR_PR_TITLE"", ""PR_TITLE""].includes(return_squash_merge_commit_title)).to.be.true";1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;input.org is a substring of return.full_name;daikon.inv.binary.twoString.StdString$SubString;(input.org, return.full_name);pm.expect(return_full_name.includes(input_org)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;input.org is a substring of return.owner.url;daikon.inv.binary.twoString.StdString$SubString;(input.org, return.owner.url);pm.expect(return_owner_url.includes(input_org)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;input.org is a substring of return.owner.html_url;daikon.inv.binary.twoString.StdString$SubString;(input.org, return.owner.html_url);pm.expect(return_owner_html_url.includes(input_org)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;input.license_template is a substring of return.license.url;daikon.inv.binary.twoString.StdString$SubString;(input.license_template, return.license.url);pm.expect(return_license_url.includes(input_license_template)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.name is a substring of return.full_name;daikon.inv.binary.twoString.StdString$SubString;(return.name, return.full_name);pm.expect(return_full_name.includes(return_name)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.full_name is a substring of return.html_url;daikon.inv.binary.twoString.StdString$SubString;(return.full_name, return.html_url);pm.expect(return_html_url.includes(return_full_name)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.full_name is a substring of return.url;daikon.inv.binary.twoString.StdString$SubString;(return.full_name, return.url);pm.expect(return_url.includes(return_full_name)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.full_name is a substring of return.git_url;daikon.inv.binary.twoString.StdString$SubString;(return.full_name, return.git_url);pm.expect(return_git_url.includes(return_full_name)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.full_name is a substring of return.ssh_url;daikon.inv.binary.twoString.StdString$SubString;(return.full_name, return.ssh_url);pm.expect(return_ssh_url.includes(return_full_name)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.license.key is a substring of return.license.url;daikon.inv.binary.twoString.StdString$SubString;(return.license.key, return.license.url);pm.expect(return_license_url.includes(return_license_key)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.url is a substring of return.owner.followers_url;daikon.inv.binary.twoString.StdString$SubString;(return.owner.url, return.owner.followers_url);pm.expect(return_owner_followers_url.includes(return_owner_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.url is a substring of return.owner.following_url;daikon.inv.binary.twoString.StdString$SubString;(return.owner.url, return.owner.following_url);pm.expect(return_owner_following_url.includes(return_owner_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.url is a substring of return.owner.gists_url;daikon.inv.binary.twoString.StdString$SubString;(return.owner.url, return.owner.gists_url);pm.expect(return_owner_gists_url.includes(return_owner_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.url is a substring of return.owner.starred_url;daikon.inv.binary.twoString.StdString$SubString;(return.owner.url, return.owner.starred_url);pm.expect(return_owner_starred_url.includes(return_owner_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.url is a substring of return.owner.subscriptions_url;daikon.inv.binary.twoString.StdString$SubString;(return.owner.url, return.owner.subscriptions_url);pm.expect(return_owner_subscriptions_url.includes(return_owner_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.url is a substring of return.owner.organizations_url;daikon.inv.binary.twoString.StdString$SubString;(return.owner.url, return.owner.organizations_url);pm.expect(return_owner_organizations_url.includes(return_owner_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.url is a substring of return.owner.repos_url;daikon.inv.binary.twoString.StdString$SubString;(return.owner.url, return.owner.repos_url);pm.expect(return_owner_repos_url.includes(return_owner_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.url is a substring of return.owner.events_url;daikon.inv.binary.twoString.StdString$SubString;(return.owner.url, return.owner.events_url);pm.expect(return_owner_events_url.includes(return_owner_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.url is a substring of return.owner.received_events_url;daikon.inv.binary.twoString.StdString$SubString;(return.owner.url, return.owner.received_events_url);pm.expect(return_owner_received_events_url.includes(return_owner_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.html_url is a substring of return.html_url;daikon.inv.binary.twoString.StdString$SubString;(return.owner.html_url, return.html_url);pm.expect(return_html_url.includes(return_owner_html_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.html_url is a substring of return.clone_url;daikon.inv.binary.twoString.StdString$SubString;(return.html_url, return.clone_url);pm.expect(return_clone_url.includes(return_html_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.url is a substring of return.archive_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.archive_url);pm.expect(return_archive_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.url is a substring of return.assignees_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.assignees_url);pm.expect(return_assignees_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.url is a substring of return.blobs_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.blobs_url);pm.expect(return_blobs_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.url is a substring of return.branches_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.branches_url);pm.expect(return_branches_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.url is a substring of return.collaborators_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.collaborators_url);pm.expect(return_collaborators_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.url is a substring of return.comments_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.comments_url);pm.expect(return_comments_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.url is a substring of return.commits_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.commits_url);pm.expect(return_commits_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.url is a substring of return.compare_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.compare_url);pm.expect(return_compare_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.url is a substring of return.contents_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.contents_url);pm.expect(return_contents_url.includes(return_url)).to.be.true;1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.url is a substring of return.contributors_url;daikon.inv.binary.twoString.StdString$SubString;(return.url, return.contributors_url);pm.expect(return_contributors_url.includes(return_url)).to.be.true;1;0;0;0
